Index	Name	Name
Lays Eggs	Lays Eggs	産卵する
Raises Fallen	Raises Fallen	フォールンを蘇生
heals Zealots and Cantors	Heals Others	仲間を治す
drains mana and stamina	Drains Mana and Stamina	マナとスタミナを吸収
drains mana	Drains Mana	マナを吸収
drains stamina	Drains Stamina	スタミナを吸収
stun attack	Stun Attack	スタン攻撃
eats and spits corspes	Eats and Spits Corspes	屍を食べて吐く
homing missiles	Homing Missiles Drain Mana	自動追尾の射弾でマナを吸収
raises Stygian Dolls	Raises Stygian Dolls	スティジアン・ドールを蘇生
raises Soul Killers	Raises Soul Killers	ソウルキラーを蘇生
raises Flayers	Raises Flayers	フレイヤーを蘇生
raises Fetishes	Raises Fetishes	フェティッシュを蘇生
raises Ratmen	Raises Ratmen	ラットマンを蘇生
steals life	Steals Life	ライフを盗む
raises undead	Raises Undead	アンデッドを蘇生
raises Dark Ones	Raises Dark Ones	ダーク・ワンを蘇生
raises Devilkin	Raises Devilkin	デヴィルキンを蘇生
raises Carvers	Raises Carvers	カーヴァーを蘇生
raises Fallen	Raises Fallen	フォールンを蘇生
raises Warped Fallen	Raises The Warped	ウォープトを蘇生
shocking hit	shocking hit	放電攻撃
uniquextrastrong	Extra Strong	剛腕
uniqueextrafast	Extra Fast	俊速
uniquecursed	Cursed	呪い
uniquemagicresistance	Magic Resistant	魔法耐性
uniquefireenchanted	Fire Enchanted	火炎効果
monsteruniqueprop1	Cold Enchanted	冷気効果
monsteruniqueprop2	Lightning Enchanted	稲妻効果
monsteruniqueprop3	Mana Burn	マナ燃焼
monsteruniqueprop4	Spectral Hit	スペクトラル・ヒット
monsteruniqueprop5	Teleportation	テレポーテーション
monsteruniqueprop6	Stone Skin	ストーン・スキン
monsteruniqueprop7	Multiple Shots	マルチショット
monsteruniqueprop8	Thief	アイテムを奪う
monsteruniqueprop9	Aura Enchanted	オーラ効果
This Cow Bites	This Cow Bites	この牛は人を咬むぞー！
Champion	Champion	チャンピオン
minion	Minion	手下
Barrel	Barrel	樽
Lever1	Lever	レバー
BarrelEx	an Exploding Barrel	爆発する樽
Door	Closed Door	閉じた扉
Portal	Portal to 	ポータル　行先：
ODoor	Open Door	開いた扉
BlockedDoor	Blocked Door	障害物のある扉
LockedDoor	Locked Door	鍵のかかった扉
StoneAlpha	Cairn Stone	ケルン
StoneBeta	Cairn Stone	ケルン
StoneDelta	Cairn Stone	ケルン
StoneGamma	Cairn Stone	ケルン
StoneLambda	Cairn Stone	ケルン
StoneTheta	Cairn Stone	ケルン
Crate	Crate	木枠
Casket	Casket	棺
Cabinet	Cabinet	飾り棚
Vase	Vase	花瓶
Inifuss	Tree of Inifuss	イニファスの樹
corpse	Corpse	屍
RogueCorpse	Dead Rogue	ローグ兵の死体
CorpseOnStick	Dead Rogue	ローグ兵の死体
TowerTome	The Moldy Tome	古びた書
Gibbet	Cain's Gibbet	ケインの拷問台
MummyGenerator	Mummy Sarcophagus	ミイラの石棺
ArmorStand	Armor Stand	防具立て
WeaponRack	Weapon Rack	武器ラック
Sarcophagus	Sarcophagus	石棺
Trap Door	Trap Door	トラップドア
LargeUrn	Large Urn	大壷
CanopicJar	Canopic Jar	カノープスの壷
Obelisk	Obelisk	オベリスク
HoleAnim	Undefiled Grave	あばかれていない墓
Shrine	Shrine	ほこら
Urn	Urn	壷
Waypoint	Waypoint	中継点
Well	Well	井戸
bag	Bag	袋
Chest	Chest	箱
chest	Chest	箱
lockedchest	Locked Chest	鍵のかかった箱
HorazonsJournal	Horazon's Journal	ホラゾンの日誌
templeshrine	shrine	ほこら
stair	Stair	階段
coffin	Coffin	棺
bookshelf	Bookshelf	本棚
loose boulder	Loose Boulder	揺らぐ石
loose rock	Loose Rock	揺らぐ岩
hollow log	Hollow Log	朽ち木
hiding spot	Hiding Spot	隠し場所
fire	Fire	火
Chest3	Chest	箱
hidden stash	Hidden Stash	秘密の隠し場所
GuardCorpse	Guard Corpse	衛兵の屍
bowl	Bowl	碗
jug	Jug	水差し
AmbientSound	Ambient Sound	周囲の音
ratnest	Rat's Nest	ネズミの巣
burning body	Burning Body	燃える死体
well	Well	井戸
door	Door	扉
skeleton	Skeleton	骸骨
skullpile	Skullpile	頭蓋骨の山
cocoon	Cocoon	繭
gidbinn altar	Gidbinn Altar	ギドビンの祭壇
cowa	Cow	牛
manashrine	Shrine	ほこら
bed	Bed	ベッド
ratchest	Chest	箱
blister	Blister	水疱
bank	Your Private Stash	個人用の収納箱
goo pile	Goo Pile	汚物の山
holyshrine	Holyshrine	聖なるほこら
teleportation pad	Teleport Pad	テレポートパッド
ratchest-r	Ratchest	ネズミの箱
skull pile	Skull Pile	頭蓋骨の山
body	Body	死体
hell bridge	Hell Bridge	地獄の橋
compellingorb	Compelling Orb	服従の宝玉
basket	Basket	かご
Basket	Basket	かご
RockPIle	Rock Pile	岩の山
Tome	Horazon's Journal	ホラゾンの日誌
dead body	Dead Body	死体
eunuch	Eunuch	宦官
dead guard	Dead Guard	衛兵の屍
portal	Portal	ポータル
sarcophagus	Sarcophagus	石棺
dead villager	Dead Villager	村人の屍
sewer lever	Sewer Lever	下水道のレバー
sewer stairs	Sewer Stairs	下水道の階段
magic shrine	Magic Shrine	魔法のほこら
wirt's body	Wirt's body	ワートの屍
stash	Stash	収納箱
guyq	Suffering Soul	さいなまれし魂
taintedsunaltar	Tainted Sun Altar	汚された太陽の祭壇
Hellforge	Hellforge	地獄の炉
Corpsefire	Corpsefire	コープスファイア
fissure	fissure	亀裂
BoneChest	Bone Chest	骨の箱
casket	Casket	棺
HungSkeleton	Hung Skeleton	吊られた骸骨
pillar	Pillar	柱
Hydra	Hydra	ヒュドラ
Turret	a Turret	小塔
a trap	a Trap	トラップ
fire	Fire	火
cost	Cost: 	費用：
Repair	Repair cost: 	修理費用：
Sell	Sell value: 	売値：
Identify	Identify cost: 	鑑定費用：
priceless	Item cannot be traded here.	このアイテムは取引できない
NPCMenuTradeRepair	trade/repair	取引／修理
NPCPurchaseItems	Buy	買う
NPCSellItems	Sell	売る
NPCHeal	Heal :	治療：
NPCRepairItems	Repair	修理
NPCNextPage	Next Page	次のページ
NPCPreviousPage	Previous Page	前のページ
strUiMenu2	Transmute	合成
TransactionMenu1a	     Your Gold: 	あなたのゴールド：
TransactionMenu1f	Which item should be imbued?	どのアイテムに魔力を吹き込む？
VerifyTransaction1	Yes	はい
VerifyTransaction2	No	いいえ
VerifyTransaction3	Gold:	ゴールド：
VerifyTransaction4	Sell	売る
VerifyTransaction5	Buy	買う
VerifyTransaction6	Hire	雇う
VerifyTransaction7	Identify	鑑定
VerifyTransaction8	Repair	修理
VerifyTransaction9	This Mercenary will replace your current one.	この者が現在の傭兵と交替する。
TransactionResults1	Waiting for confirmation of transaction...	取引の確認中
TransactionResults2	Sync error on transaction, please try again.	取引の同期エラー。再試行せよ。
TransactionResults3	Invalid item detected, player will be dropped.	無効アイテムあり、プレイヤーダウン。
TransactionResults4	You do not have enough free space to do that.	空きスペースが不足している。
TransactionResults5	You already have the maximum number of Mercenaries.	既に最大数の傭兵を雇っている。
TransactionResults6	That item has just been traded.	そのアイテムは取引したばかりだ。
TransactionResults7	You do not have enough room for the gold.	ゴールドを入れるスペースがない。
TransactionResults8	Something tells me that you do not have that item.	汝はそのアイテムを持っていないはずだ。
TransactionResults9	I cannot complete that request.	その要求には応じられない。
TransactionResults10	You do not have enough gold for that.	ゴールドが足りない。
TransactionResults11	She cannot come right now.  Try again later.	彼女は今、来られない。また後で。
ItemDesc1s	Your Gold: %d     Hire which Mercenary?	手持ち金： %d、どの傭兵を雇うか？
ItemDesc1t	There are no Mercenaries left to hire.	雇える傭兵は残っていない。
HP	Life	ライフ
AC	Def	防御力
Level	Lvl	Lv
Cost	Cost	費用
Damage	Damage	ダメージ
strhirespecial1	Fire Arrow	ファイア・アロー
strhirespecial2	Cold Arrow	コールド・アロー
strhirespecial3	Jab Attack	ジャブ攻撃
strhirespecial4	Poison Resistant	毒物耐性
strhirespecial5	Lightning	稲妻
strhirespecial6	Cold	冷気
strhirespecial7	Fire	火炎
strhirespecial8	Lightning, Fast Cast	稲妻、高速投射
strhirespecial9	Cold, Fast Cast	冷気、高速投射
strhirespecial10	Fire, Fast Cast	火炎、高速投射
TalkMenu	talk	話す
WarrivMenu1b	go east	東へ行く
WarrivMenu1c	go west	西へ行く
MeshifMenuEast	sail east	東へ航海する
MeshifMenuWest	sail west	西へ航海する
NPCMenuNews0	important news	重大ニュース
NPCMenuNews1	urgent news	緊急ニュース
NPCMenuNews2	pressing matters	切迫事項
NPCMenuNews3	important news	重大ニュース
NPCMenuNews4	urgent matters	緊急事項
NPCMenuTalkMore	tell me more	もっと聞く
NPCTownMore0	about the merchants	商人について
NPCTownMore1	the townspeople	街の住民
NPCMenuLeave	leave	出発する
NPCGossipMenu	gossip	噂
NPCMenuTrade	trade	取引
NPCMenuHire	hire	雇う
gamble	gamble	ギャンブル
Intro	introduction	自己紹介
Back	cancel	キャンセル
ok	ok	ＯＫ
cancel	CANCEL	キャンセル
Continue	Continue	続行
strMenuMain15	_	_
strOptMusic	Music	音楽
strOptSound	Sound	サウンド
strOptGamma	Gamma	コントラスト
strOptRender	Render	レンダー
strOptPrevious	Previous Menu	前のメニューへ
cfgCtrl	Configure Controls	操作系のコンフィグ（再設定）
merc01	Aliza	アリザ
merc02	Amplisa	アンプリザ
merc03	Annor	アノール
merc04	Abhaya	アバヤ
merc05	Elly	エリー
merc06	Paige	バクラ
merc07	Basanti	バサンティ
merc08	Blaise	ブレイス
merc09	Kyoko	キョウコ
merc10	Klaudia	クロディア
merc11	Kundri	クンドゥリ
merc12	Kyle	カイル
merc13	Visala	ビサーラ
merc14	Elexa	エレクサ
merc15	Floria	フローリア
merc16	Fiona	フィオナ
merc17	Gwinni	グウィンニ
merc18	Gaile	ガイル
merc19	Hannah	ハンナ
merc20	Heather	ヘザー
merc21	Iantha	イアンサ
merc22	Diane	ダミニ
merc23	Isolde	イゾルデ
merc24	Divo	ディボ
merc25	Ithera	イセラ
merc26	Itonya	イトニア
merc27	Liene	リエネ
merc28	Maeko	マエコ
merc29	Mahala	マハラ
merc30	Liaza	リアザ
merc31	Meghan	メガン
merc32	Olena	オレナ
merc33	Oriana	オリアナ
merc34	Ryann	リャン
merc35	Rozene	ロゼーヌ
merc36	Raissa	ライサ
merc37	Sharyn	シャリン
merc38	Shikha	シカ
merc39	Debi	スデビ
merc40	Tylena	ティレナ
merc41	Wendy	ウェンディ
merclevelup	I feel much stronger now	ずっと強くなった気がする。
Socketable	Socketed	ソケット
ItemStats1a	Requirements not met	要求は未完
ItemStats1b	Unidentified	未鑑定
ItemStats1c	Charges:	チャージ：
ItemStats1d	Durability:	耐久力：
ItemStats1e	Required Strength:	必要筋力：
ItemStats1f	Required Dexterity:	必要敏捷性：
ItemStats1g	Damage:	与えるダメージ：
ItemStats1h	Defense:	防御力：
ItemStats1i	Quantity:	数量：
ItemStats1j	of	／
ItemStast1k	to	0
ItemStats1l	One-Hand Damage:	片手持ちダメージ：
ItemStats1m	Two-Hand Damage:	両手持ちダメージ：
ItemStats1n	Throw Damage:	投げ攻撃ダメージ：
ItemStats1o	Smite Damage:	殴打ダメージ：
ItemStats1p	Required Level:	必要レベル：
ItemStats1q	Points:	ポイント：
ItemStatsrejuv1	Heals 35% Life and Mana	ライフとマナを35％回復
ItemStatsrejuv2	Heals 100% Life and Mana	ライフとマナを100％回復
ModStr1a	to Strength	、筋力上昇
ModStr1b	to Dexterity	、敏捷性上昇
ModStr1c	to Vitality	、バイタリティ上昇
ModStr1d	to Energy	、エネルギー上昇
ModStr1e	to Mana	、マナ上昇
ModStr1f	to Maximum Damage	、最大ダメージ上昇
ModStr1g	to Minimum Damage	、最小ダメージ上昇
ModStr1h	to Attack Rating	、攻撃値上昇
ModStr1i	Defense	防御力
ModStr1j	Fire Resist	火炎耐性
ModStr1k	Cold Resist	冷気耐性
ModStr1l	Lightning Resist	稲妻耐性
ModStr1m	Magic Resist	魔法耐性
ModStr1n	Poison Resist	毒物耐性
ModStr1o	to Maximum Fire Damage	、最大火炎ダメージ上昇
ModStr1p	to Minimum Fire Damage	、最小火炎ダメージ上昇
ModStr1q	to Maximum Lightning Damage	、最大稲妻ダメージ上昇
ModStr1r	to Minimum Lightning Damage	、最小稲妻ダメージ上昇
ModStr1s	to Maximum Cold Damage	、最大冷気ダメージ上昇
ModStr1t	to Minimum Cold Damage	、最小冷気ダメージ上昇
ModStr1u	to Life	、ライフ上昇
ModStr1v	Attacker Takes Damage of	攻撃者に与えるダメージ：
ModStr1w	extra gold from monsters	のゴールドを追加入手
ModStr1x	better chance of getting magic item	、マジックアイテム入手確率が上昇
ModStr1y	Knockback	跳ね飛ばす
ModStr1z	Elixir of Strength	筋力のエリクサー
ModStr2a	Elixir of Dexterity	敏捷性のエリクサー
ModStr2b	Elixir of Energy	エネルギーのエリクサー
ModStr2c	Elixir of Vitality	バイタリティのエリクサー
ModStr2d	Elixir of Mana	マナのエリクサー
ModStr2e	Elixir of Life	ライフのエリクサー
ModStr2f	Sec. Duration	秒間 持続
ModStr2g	Increase Maximum Life	最大ライフ 上昇
ModStr2h	Increase Maximum Mana	最大マナ 上昇
ModStr2i	Increase Maximum Durability	最大耐久力 上昇
ModStr2j	Enhanced Maximum Damage	最大ダメージ強化
ModStr2k	Enhanced Minimum Damage	最小ダメージ強化
ModStr2l	Replenish Life	ライフを徐々に回復
ModStr2m	Replenish Mana	マナを徐々に回復
ModStr2n	Heal 1/4 Life	ライフの1/4を回復
ModStr2o	Heal 1/2 Life	ライフの1/2を回復
ModStr2p	Restore Full Life	ライフを完全回復
ModStr2q	Replenish 1/4 Mana	マナの1/4を回復
ModStr2r	Replenish 1/2 Life	マナの1/2を回復
ModStr2s	Restore Full Mana	マナを完全回復
ModStr2t	Magic Damage Reduced by	魔法ダメージ低減：
ModStr2u	Damage Reduced by	ダメージ低減：
Modstr2v	Enhanced Defense	防御力強化
ModStr2w	Drain Life	ライフを吸収
ModStr2x	Drain Mana	マナを吸収
ModStr2y	Mana stolen per hit	のマナを一撃ごとに奪う
ModStr2z	Life stolen per hit	のライフを一撃ごとに奪う
ModStr3a	to Amazon Skill Levels	、アマゾンのスキルレベル上昇
ModStr3b	to Paladin Skill Levels	、パラディンのスキルレベル上昇
ModStr3c	to Necromancer Skill Levels	、ネクロマンサーのスキルレベル上昇
ModStr3d	to Sorceress Skill Levels	、ソーサレスのスキルレベル上昇
ModStr3e	to Barbarian Skill Levels	、バーバリアンのスキルレベル上昇
ModStr3f	to Light Radius	、照明範囲が拡大
ModStr3g	Increased Chance of Blocking	ブロック成功率強化
ModStr3h	Requirements	必要ステイタス
ModStr3i	to Fire Skills	、火炎スキル上昇
ModStr3j	Attacker Takes Lightning Damage of	攻撃者に与える稲妻ダメージ：
ModStr3k	to All Skills	、全スキル上昇
ModStr3l	Freezes target	ターゲットを凍結
ModStr3m	Chance of Open Wounds	、敵の傷が開く可能性
ModStr3n	Invisibility	姿を見られない
ModStr3o	Neutral Invisibility	ニュートラルの相手に姿を見られない
ModStr3p	No Mana Healing	マナ回復なし
ModStr3q	No Life Healing	ライフ回復なし
ModStr3r	Poison Length Reduced by	毒物の効果時間を低減、
ModStr3u	Hit Causes Monster To Flee	命中するとモンスターが逃走
ModStr3v	Heal Stamina Plus	スタミナ回復：＋
ModStr3w	Damage Taken Goes To Mana	の損害をマナに変換
ModStr3x	Heal Life Plus	ライフ回復：＋
ModStr3y	Ignore Target's Defense	ターゲットの防御力を無視
ModStr3z	Half Poison Duration	毒物効果時間を半減
ModStr4a	Prevent Monster Heal	モンスターの回復を阻止
ModStr4b	Half Freeze Duration	凍結効果時間を半減
ModStr4c	bonus to Attack Rating	のボーナス攻撃値
ModStr4d	to Monster Defense Per Hit	ずつ敵の防御力を下げる（命中一回ごとに）
ModStr4e	Damage to Demons	のダメージをデーモンに与える
ModStr4f	Damage to Undead	のダメージをアンデッドに与える
ModStr4g	Regenerate Mana	マナを回復させる
ModStr4h	to Maximum Poison Damage	、最大毒物ダメージを強化
ModStr4i	to Minimum Poison Damage	、最小毒ダメージを強化
ModStr4j	to Attack Rating against Demons	、対デーモン攻撃値強化
ModStr4k	to Attack Rating against Undead	、対アンデッド攻撃値強化
ModStr4l	Slightly Increased Attack Speed	攻撃スピードをやや強化
ModStr4m	Increased Attack Speed	攻撃スピード強化
ModStr4n	Greatly Increased Attack Speed	攻撃スピードを大幅に強化
ModStr4o	Fast Hit Recovery	速いヒットリカバリー
ModStr4p	Faster Hit Recovery	より速いヒットリカバリー
ModStr4q	Fastest Hit Recovery	最速のヒットリカバリー
ModStr4r	Fast Run/Walk	速い移動
ModStr4s	Faster Run/Walk	より速い移動
ModStr4t	Fastest Run/Walk	最速の移動
ModStr4u	Fast Cast Rate	速い呪文詠唱
ModStr4v	Faster Cast Rate	より速い呪文詠唱
ModStr4w	Fastest Cast Rate	最速の呪文詠唱
ModStr4x	Fast Block Rate	素早いブロック
ModStr4y	Faster Block Rate	より素早いブロック
ModStr4z	Fastest Block Rate	最速のブロック
ModStr5a	Throwable	投げ攻撃可能
ModStr5b	Damage	ダメージ
ModStr5c	Chance of Crushing Blow	壊滅打のチャンス
ModStr5d	Maximum Stamina	最大スタミナ
ModStr5e	Kick Damage	キックダメージ
ModStr5f	to Mana after each Kill	マナを、１人倒すごとに得る
ModStr5g	Fire Absorb	火炎吸収
ModStr5h	Fire Absorb	火炎吸収
ModStr5i	Lightning Absorb	稲妻吸収
ModStr5j	Lightning Absorb	稲妻吸収
ModStr5k	Magic Absorb	魔法吸収
ModStr5l	Magic Absorb	魔法吸収
ModStr5m	Cold Absorb	冷気吸収
ModStr5n	Cold Absorb	冷気吸収
ModStr5o	Target Defense	目標の防御力
ModStr5p	Extra Bloody	残虐性アップ
ModStr5q	Deadly Strike	致命打
ModStr5r	Slows target by	ターゲットの速度低下、
ModStr5s	Blessed Aim	ブレスト・エイム
ModStr5t	Defiance	デファイアンス
ModStr5u	to Maximum Fire Resist	、最大火炎耐性を強化
ModStr5v	to Maximum Cold Resist	、最大冷気耐性を強化
ModStr5w	to Maximum Lightning Resist	、最大稲妻耐性を強化
ModStr5x	to Maximum Magic Resist	、最大魔法耐性を強化
ModStr5y	to Maximum Poison Resist	、最大毒物耐性を強化
ModStr5z	Cannot Be Frozen	凍結されない
ModStr6a	Defense vs. Missile	対遠隔防御力
ModStr6b	Defense vs. Melee	対近接防御力
ModStr6c	Life after each Demon Kill	ライフを、デーモンを殺すごとに得る
ModStr6d	Hit blinds target	命中すると目標は視力を失う
ModStr6e	Stamina Drain	スタミナ吸収
ModStr6f	chance to reanimate target	、ターゲットを復活させるチャンス
ModStr6g	Piercing Attack	貫通攻撃
ModStr6h	Fires Magic Arrows	マジック・アローを発射
ModStr6i	Fires Explosive Arrows or Bolts	爆発する矢かボルトを発射
strModAllResistances	All Resistances +%d\n	全耐性 +%d\n
strModAllSkillLevels	+%d to All Skill Levels\n	+%d、全スキルレベル\n
strModFireDamage	+%d fire damage\n	+%d火炎ダメージ\n
strModFireDamageRange	Adds %d-%d fire damage\n	%d-%dの火炎ダメージ追加\n
strModColdDamage	+%d cold damage\n	+%d冷気ダメージ\n
strModColdDamageRange	Adds %d-%d cold damage\n	%d-%dの冷気ダメージ追加\n
strModLightningDamage	+%d lightning damage\n	+%d稲妻ダメージ\n
strModLightningDamageRange	Adds %d-%d lightning damage\n	%d-%dの稲妻ダメージを追加\n
strModMagicDamage	+%d magic damage\n	+%d魔法ダメージ\n
strModMagicDamageRange	Adds %d-%d magic damage\n	%d-%dの魔法ダメージ追加\n
strModPoisonDamage	+%d poison damage over %d seconds\n	+%d毒ダメージ、%d秒間持続\n
strModPoisonDamageRange	Adds %d-%d poison damage over %d seconds\n	%d-%dの毒ダメージを追加、%d秒間持続\n
strModMinDamage	+%d damage\n	+%dダメージ\n
strModMinDamageRange	Adds %d-%d damage\n	%d-%dのダメージ追加\n
strModEnhancedDamage	Enhanced damage\n	強化ダメージ\n
improved damage	Improved Damage	ダメージ強化
improved to hit	Improved Attack Rating	攻撃値強化
improved armor class	Improved Defense	防御力強化
improved durability	Improved Durability	耐久力強化
Quick Strike	Quick Strike	速攻
strGemPlace1	Can Be Inserted in Socketed	ソケットの武器または防具に
strGemPlace2	Weapons, Shields or Helms	挿入して強化が可能
gemeffect1	Helm: adds to strength\nShield: adds to shield's defense rating\nWeapon: adds to attack rating\n	兜：筋力を強化\n盾：盾の防御値を強化\n武器：攻撃値を強化\n
gemeffect2	Helm: adds to maximum mana\nShield: adds resistance to cold\nWeapon: adds cold damage to attack\n	兜：最大マナを強化\n盾：冷気耐性を加える\n武器：攻撃に冷気ダメージを追加\n
gemeffect3	Helm: adds to dexterity\nShield: adds resistance to poison\nWeapon: adds poison damage to attack\n	兜：敏捷性を強化\n盾：毒物耐性を加える\n武器：攻撃に毒物ダメージを追加\n
gemeffect4	Helm: adds to maximum life\nShield: adds resistance to fire\nWeapon: adds fire damage to attack\n	兜：最大ライフを強化\n盾：火炎耐性を加える\n武器：攻撃に火炎ダメージを追加\n
gemeffect5	Helm: adds to attack rating\nShield: adds to all resistances\nWeapon: adds to damage vs. undead\n	兜：攻撃値を強化\n盾：全ての耐性を強化\n武器：対アンデッドダメージを強化\n
gemeffect6	Helm: adds to chance to find magic items\nShield: adds resistance to lightning\nWeapon: adds lightning damage to attack\n	兜：マジックアイテムを見つける確率を強化\n盾：稲妻耐性を強化\n武器：攻撃に稲妻ダメージを追加\n
gemeffect7	Helm: adds mana and life regeneration\nShield: adds attacker takes damage\nWeapon: adds mana and life steal to attack\n	兜：マナとライフの回復力を強化\n盾：攻撃者に逆にダメージを与える\n武器：攻撃時にマナとライフを盗む\n
sysmsg1	 dropped due to timeout.	時間切れによりダウン
sysmsg2	 dropped due to errors.	エラーによりダウン
sysmsg3	%s joined our world. Diablo's minions grow stronger.	%sが我らの世界に加わった。ディアブロの手下も強くなる
sysmsg4	%s left our world. Diablo's minions weaken.	%sは我らの世界を去った。ディアブロの手下は弱くなる
sysmsg3a	%s(%s) joined our world. Diablo's minions grow stronger.	%s(%s)が我らの世界に加わった。ディアブロの手下も強くなる
sysmsg4a	%s(%s) left our world. Diablo's minions weaken.	%s(%s)は我らの世界を去った。ディアブロの手下は弱くなる
sysmsg5	 is not in the game.	はゲーム中にいない
sysmsg6	 is not logged in.	はログインしていない
sysmsg7	 was slain by 	は倒された。相手は
sysmsg8	 was slain by 	は倒された。相手は
sysmsg9	 was slain.	は殺された
sysmsg10	Wrong type of Gem.	宝石の種類が違います
sysmsg11	Realm is going down in %d minutes.	システムは%d分で停止する
sysmsg12	 is not listening to you.	は、あなたの話を聞いてない
sysmsgPlayer	Player	プレイヤー
chatmsg1	 whispers: 	のささやき：
chatmsg2	 shouts: 	の叫び：
chatmsg3	(LVL 	（レベル
chatmsg3	 )	)
strwhisperworked	\grey;You whispered to \red;%s\grey;: %s	\grey;あなたは\red;%s\grey;にささやいた： %s
syswork	Working...	うまくいっている...
ShrId0	Null Shrine	効力のないほこら
ShrId1	Refilling Shrine	充填のほこら
ShrId2	Health Shrine	健康のほこら
ShrId3	Mana Shrine	マナのほこら
ShrId4	Health Exchange Shrine	健康交換のほこら
ShrId5	Mana Exchange Shrine	マナ交換のほこら
ShrId6	Armor Shrine	アーマーのほこら
ShrId7	Combat Shrine	戦闘のほこら
ShrId8	Resist Fire Shrine	火炎耐性のほこら
ShrId9	Resist Cold Shrine	冷気耐性のほこら
ShrId10	Resist Lightning Shrine	稲妻耐性のほこら
ShrId11	Resist Poison Shrine	毒物耐性のほこら
ShrId12	Skill Shrine	スキルのほこら
ShrId13	Mana Recharge Shrine	マナ回復力のほこら
ShrId14	Stamina Shrine	スタミナのほこら
ShrId15	Experience Shrine	経験のほこら
ShrId16	Enirhs Shrine	イナースのほこら
ShrId17	Portal Shrine	ポータルのほこら
ShrId18	Gem Shrine	宝石のほこら
ShrId19	Fire Shrine	火のほこら
ShrId20	Monster Shrine	魔物のほこら
ShrId21	Exploding Shrine	爆発のほこら
ShrId22	Poison Shrine	毒のほこら
ShrMsg0	You feel nothing.	何も感じない
ShrMsg1	You feel refreshed.	気分がすっきりした
ShrMsg2	You feel healthy.	傷が癒えた
ShrMsg3	You feel recharged.	英気を養った
ShrMsg4	You feel incredibly healthy.	たいへん気分が良い
ShrMsg5	You feel infused with energy.	エネルギーが満ちてきた
ShrMsg6	Your skin hardens.	皮膚が固くなったようだ
ShrMsg7	You feel ready for battle.	戦意が高まった
ShrMsg8	You no longer fear fire.	もはや火炎など恐れない
ShrMsg9	You no longer fear cold.	もはや冷気など恐れない
ShrMsg10	You no longer fear lightning.	もはや稲妻など恐れない
ShrMsg11	You no longer fear poison.	もはや毒物など恐れない
ShrMsg12	You feel more skillful.	腕前が上がったように感じる
ShrMsg13	Your spiritual force recovers quickly.	精神力がみるみる回復する
ShrMsg14	The weight of the world seems lighter.	あらゆる物が軽く感じる
ShrMsg15	Your experience teaches you well.	経験から多くを学べそうだ
ShrMsg16	Your sense of identity is subtly changed.	ちょっと人が変わったようだ
ShrMsg17	The freedom to go home...	帰る道が開く
ShrMsg18	A marvelous gem...	みごとな宝石だ
ShrMsg19	A fiery death...	灼熱の死が広がる
ShrMsg20	Death's advocate approaches.	死神の代理人が迫る
ShrMsg21	A circle of flame...	炎の輪が広がる
ShrMsg22	A circle of death...	死の輪が広がる
strqi1	Activate the stones in	ケルンの輪を起動する
strqi2	this order.	順序はこの通り
stsa1q3alert	The Horadric Malus has been returned to the Monastery.	ホラドリック・マリュスは修道院に返された
stsa1q4alert	The scroll of Inifuss has been returned to the Tree.	イニファスの巻物は樹に戻された
stsa3q1alert	The minions of Diablo have taken back Lam Esen's Tome.	ディアブロの手下がラム・エセンの書を取り戻した
qstsa1qt	The Townspeople	町の住民
qstsa1qt0	introduction	自己紹介
qstsa1q0	Act 1 Prologue	第１章プロローグ
qstsa1q1	Den of Evil	邪悪の巣窟
qstsa1q2	Sisters' Burial Grounds	教団の墓地
qstsa1q3	Tools of the Trade	商売道具
qstsa1q4	The Search for Cain	ケイン探索
qstsa1q5	The Forgotten Tower	忘れられし塔
qstsa1q6	Sisters to the Slaughter	聖堂の殺戮者
strplaylast	Speech	スピーチ
newquestlog	New Entry	新たなエントリー
qsts	Quest Status	クエストの状態
noactivequest	No active quests.	現在、クエストはない
qstsxxx	Invalid Quest Value	無効クエスト値
qstsnull	Invalid State	無効状態
qstsComplete	Quest completed.	このクエストは終了した。
qstsother	You cannot complete this quest in this game. Another player completed it first.	このクエストは他のプレイヤーが既 に終了したため、本ゲームでは終了で きない。
qstsprevious	You completed this quest in a previous game.	このクエストは、以前の冒険で終了 している。
qstsThankYouComeAgain	You cannot complete this quest in this game. You can complete it by creating a new game.	本ゲームではこのクエストを終了で きない。新たなゲームを作成せよ。
qstsThankYouComeAgainMulti	You cannot complete this quest in this game. You can complete it by creating a new game or joining a different game.	本ゲームではこのクエストを終了できない。新たにゲームを作るか、別のゲームに参加せよ。
qstsThankYouComeAgainSingle	You cannot complete this quest in this game. Cain was rescued without your help.	本ゲームではこのクエストを終了できない。ケインは汝の助けを借りずに救出された。
Qstsyouarenot8	You must be level 8 to complete this quest. You can complete it by creating a new game or joining a different game when you are at least level 8.	このクエストを終了するにはレベル８以上でなければならない。レベル８以上の状態で、新しいゲームを作成するか、別のゲームに参加して終了せよ。
qstsa1q3x	The person with the malus quit the game.	マリュスを持つ人物がゲームから 抜けた。
qstsa1q4x	The person with the horadric scroll quit the game.	ホラドリムの巻物を持つ人物がゲ ームから抜けた。
qstsa1q11	Look for the Den in the wilderness outside the Rogues' Camp.	ローグ族のキャンプの外の荒野で、 邪悪の巣窟を探せ。
