String Index	日本語修正	日英対訳	Text	Name
strModAllResistances	全耐性 +%d\n	全耐性 +%d\n	全耐性 +%d\n	All Resistances +%d\n
strModAllSkillLevels	+%d、全スキルレベル\n	+%d、全スキルレベル\n	+%d、全スキルレベル\n	+%d to All Skill Levels\n
strModFireDamage	+%d火炎ダメージ\n	+%d火炎ダメージ\n	+%d火炎ダメージ\n	+%d fire damage\n
strModFireDamageRange	%d-%dの火炎ダメージ追加\n	%d-%dの火炎ダメージ追加\n	%d-%dの火炎ダメージ追加\n	Adds %d-%d fire damage\n
strModColdDamage	+%d冷気ダメージ\n	+%d冷気ダメージ\n	+%d冷気ダメージ\n	+%d cold damage\n
strModColdDamageRange	%d-%dの冷気ダメージ追加\n	%d-%dの冷気ダメージ追加\n	%d-%dの冷気ダメージ追加\n	Adds %d-%d cold damage\n
strModLightningDamage	+%d稲妻ダメージ\n	+%d稲妻ダメージ\n	+%d稲妻ダメージ\n	+%d lightning damage\n
strModLightningDamageRange	%d-%dの稲妻ダメージを追加\n	%d-%dの稲妻ダメージを追加\n	%d-%dの稲妻ダメージを追加\n	Adds %d-%d lightning damage\n
strModMagicDamage	+%d魔法ダメージ\n	+%d魔法ダメージ\n	+%d魔法ダメージ\n	+%d magic damage\n
strModMagicDamageRange	%d-%dの魔法ダメージ追加\n	%d-%dの魔法ダメージ追加\n	%d-%dの魔法ダメージ追加\n	Adds %d-%d magic damage\n
strModPoisonDamage	+%d毒ダメージ、%d秒間持続\n	+%d毒ダメージ、%d秒間持続\n	+%d毒ダメージ、%d秒間持続\n	+%d poison damage over %d seconds\n
strModPoisonDamageRange	%d-%dの毒ダメージを追加、%d秒間持続\n	%d-%dの毒ダメージを追加、%d秒間持続\n	%d-%dの毒ダメージを追加、%d秒間持続\n	Adds %d-%d poison damage over %d seconds\n
strModMinDamage	+%dダメージ\n	+%dダメージ\n	+%dダメージ\n	+%d damage\n
strModMinDamageRange	%d-%dのダメージ追加\n	%d-%dのダメージ追加\n	%d-%dのダメージ追加\n	Adds %d-%d damage\n
strModEnhancedDamage	強化ダメージ\n	強化ダメージ\n	強化ダメージ\n	Enhanced damage\n
improved damage	ダメージ強化	ダメージ強化	ダメージ強化	Improved Damage
improved to hit	攻撃値強化	攻撃値強化	攻撃値強化	Improved Attack Rating
improved armor class	防御力強化	防御力強化	防御力強化	Improved Defense
improved durability	耐久力強化	耐久力強化	耐久力強化	Improved Durability
Quick Strike	速攻	速攻	速攻	Quick Strike
strGemPlace1	ソケットの武器または防具に	ソケットの武器または防具に	ソケットの武器または防具に	Can Be Inserted in Socketed
strGemPlace2	挿入して強化が可能	挿入して強化が可能	挿入して強化が可能	Weapons, Shields or Helms
gemeffect1	兜：筋力を強化\n盾：盾の防御値を強化\n武器：攻撃値を強化\n 	兜：筋力を強化\n盾：盾の防御値を強化\n武器：攻撃値を強化\n 	兜：筋力を強化\n盾：盾の防御値を強化\n武器：攻撃値を強化\n 	Helm: adds to strength\nShield: adds to shield's defense rating\nWeapon: adds to attack rating\n
gemeffect2	兜：最大マナを強化\n盾：冷気耐性を加える\n武器：攻撃に冷気ダメージを追加\n 	兜：最大マナを強化\n盾：冷気耐性を加える\n武器：攻撃に冷気ダメージを追加\n 	兜：最大マナを強化\n盾：冷気耐性を加える\n武器：攻撃に冷気ダメージを追加\n 	Helm: adds to maximum mana\nShield: adds resistance to cold\nWeapon: adds cold damage to attack\n
gemeffect3	 兜：敏捷性を強化\n盾：毒物耐性を加える\n武器：攻撃に毒物ダメージを追加\n 	 兜：敏捷性を強化\n盾：毒物耐性を加える\n武器：攻撃に毒物ダメージを追加\n 	 兜：敏捷性を強化\n盾：毒物耐性を加える\n武器：攻撃に毒物ダメージを追加\n 	Helm: adds to dexterity\nShield: adds resistance to poison\nWeapon: adds poison damage to attack\n
gemeffect4	兜：最大ライフを強化\n盾：火炎耐性を加える\n武器：攻撃に火炎ダメージを追加\n 	兜：最大ライフを強化\n盾：火炎耐性を加える\n武器：攻撃に火炎ダメージを追加\n 	兜：最大ライフを強化\n盾：火炎耐性を加える\n武器：攻撃に火炎ダメージを追加\n 	Helm: adds to maximum life\nShield: adds resistance to fire\nWeapon: adds fire damage to attack\n
gemeffect5	兜：攻撃値を強化\n盾：全ての耐性を強化\n武器：対アンデッドダメージを強化\n 	兜：攻撃値を強化\n盾：全ての耐性を強化\n武器：対アンデッドダメージを強化\n 	兜：攻撃値を強化\n盾：全ての耐性を強化\n武器：対アンデッドダメージを強化\n 	Helm: adds to attack rating\nShield: adds to all resistances\nWeapon: adds to damage vs. undead\n
gemeffect6	兜：マジックアイテムを見つける確率を強化\n盾：稲妻耐性を強化\n武器：攻撃に稲妻ダメージを追加\n 	兜：マジックアイテムを見つける確率を強化\n盾：稲妻耐性を強化\n武器：攻撃に稲妻ダメージを追加\n 	兜：マジックアイテムを見つける確率を強化\n盾：稲妻耐性を強化\n武器：攻撃に稲妻ダメージを追加\n 	Helm: adds to chance to find magic items\nShield: adds resistance to lightning\nWeapon: adds lightning damage to attack\n
gemeffect7	兜：マナとライフの回復力を強化\n盾：攻撃者に逆にダメージを与える\n武器：攻撃時にマナとライフを盗む\n 	兜：マナとライフの回復力を強化\n盾：攻撃者に逆にダメージを与える\n武器：攻撃時にマナとライフを盗む\n 	兜：マナとライフの回復力を強化\n盾：攻撃者に逆にダメージを与える\n武器：攻撃時にマナとライフを盗む\n 	Helm: adds mana and life regeneration\nShield: adds attacker takes damage\nWeapon: adds mana and life steal to attack\n
sysmsg1	時間切れによりダウン	時間切れによりダウン	時間切れによりダウン	 dropped due to timeout.
sysmsg2	 エラーによりダウン	 エラーによりダウン	 エラーによりダウン	 dropped due to errors.
sysmsg3	%sが我らの世界に加わった。ディアブロの手下も強くなる	%sが我らの世界に加わった。ディアブロの手下も強くなる	%sが我らの世界に加わった。ディアブロの手下も強くなる	%s joined our world. Diablo's minions grow stronger.
sysmsg4	%sは我らの世界を去った。ディアブロの手下は弱くなる	%sは我らの世界を去った。ディアブロの手下は弱くなる	%sは我らの世界を去った。ディアブロの手下は弱くなる	%s left our world. Diablo's minions weaken.
sysmsg3a	%s(%s)が我らの世界に加わった。ディアブロの手下も強くなる	%s(%s)が我らの世界に加わった。ディアブロの手下も強くなる	%s(%s)が我らの世界に加わった。ディアブロの手下も強くなる	%s(%s) joined our world. Diablo's minions grow stronger.
sysmsg4a	%s(%s)は我らの世界を去った。ディアブロの手下は弱くなる	%s(%s)は我らの世界を去った。ディアブロの手下は弱くなる	%s(%s)は我らの世界を去った。ディアブロの手下は弱くなる	%s(%s) left our world. Diablo's minions weaken.
sysmsg5	はゲーム中にいない	はゲーム中にいない	はゲーム中にいない	 is not in the game.
sysmsg6	はログインしていない	はログインしていない	はログインしていない	 is not logged in.
sysmsg7	は倒された。相手は	は倒された。相手は	は倒された。相手は	 was slain by 
sysmsg8	は倒された。相手は	は倒された。相手は	は倒された。相手は	 was slain by 
sysmsg9	は殺された	は殺された	は殺された	 was slain.
sysmsg10	宝石の種類が違います	宝石の種類が違います	宝石の種類が違います	Wrong type of Gem.
sysmsg11	システムは%d分で停止する	システムは%d分で停止する	システムは%d分で停止する	Realm is going down in %d minutes.
sysmsg12	は、あなたの話を聞いてない	は、あなたの話を聞いてない	は、あなたの話を聞いてない	 is not listening to you.
sysmsgPlayer	プレイヤー	プレイヤー	プレイヤー	Player
chatmsg1	のささやき：	のささやき：	のささやき：	 whispers: 
chatmsg2	の叫び：	の叫び：	の叫び：	 shouts: 
chatmsg3	（レベル	（レベル	（レベル	(LVL 
chatmsg3	 )	 )	 )	 )
strwhisperworked	\grey;あなたは\red;%s\grey;にささやいた： %s	\grey;あなたは\red;%s\grey;にささやいた： %s	\grey;あなたは\red;%s\grey;にささやいた： %s	\grey;You whispered to \red;%s\grey;: %s
syswork	うまくいっている...	うまくいっている...	うまくいっている...	Working...
ShrId0	効力のないほこら	効力のないほこら	効力のないほこら	Null Shrine
ShrId1	充填のほこら	充填のほこら	充填のほこら	Refilling Shrine
ShrId2	健康のほこら	健康のほこら	健康のほこら	Health Shrine
ShrId3	マナのほこら	マナのほこら	マナのほこら	Mana Shrine
ShrId4	健康交換のほこら	健康交換のほこら	健康交換のほこら	Health Exchange Shrine
ShrId5	マナ交換のほこら	マナ交換のほこら	マナ交換のほこら	Mana Exchange Shrine
ShrId6	アーマーのほこら	アーマーのほこら	アーマーのほこら	Armor Shrine
ShrId7	戦闘のほこら	戦闘のほこら	戦闘のほこら	Combat Shrine
ShrId8	火炎耐性のほこら	火炎耐性のほこら	火炎耐性のほこら	Resist Fire Shrine
ShrId9	冷気耐性のほこら	冷気耐性のほこら	冷気耐性のほこら	Resist Cold Shrine
ShrId10	稲妻耐性のほこら	稲妻耐性のほこら	稲妻耐性のほこら	Resist Lightning Shrine
ShrId11	毒物耐性のほこら	毒物耐性のほこら	毒物耐性のほこら	Resist Poison Shrine
ShrId12	スキルのほこら	スキルのほこら	スキルのほこら	Skill Shrine
ShrId13	マナ回復力のほこら	マナ回復力のほこら	マナ回復力のほこら	Mana Recharge Shrine
ShrId14	スタミナのほこら	スタミナのほこら	スタミナのほこら	Stamina Shrine
ShrId15	経験のほこら	経験のほこら	経験のほこら	Experience Shrine
ShrId16	イナースのほこら	イナースのほこら	イナースのほこら	Enirhs Shrine
ShrId17	ポータルのほこら	ポータルのほこら	ポータルのほこら	Portal Shrine
ShrId18	宝石のほこら	宝石のほこら	宝石のほこら	Gem Shrine
ShrId19	火のほこら	火のほこら	火のほこら	Fire Shrine
ShrId20	魔物のほこら	魔物のほこら	魔物のほこら	Monster Shrine
ShrId21	爆発のほこら	爆発のほこら	爆発のほこら	Exploding Shrine
ShrId22	毒のほこら	毒のほこら	毒のほこら	Poison Shrine
ShrMsg0	何も感じない	何も感じない	何も感じない	You feel nothing.
ShrMsg1	気分がすっきりした	気分がすっきりした	気分がすっきりした	You feel refreshed.
ShrMsg2	傷が癒えた	傷が癒えた	傷が癒えた	You feel healthy.
ShrMsg3	英気を養った	英気を養った	英気を養った	You feel recharged.
ShrMsg4	たいへん気分が良い 	たいへん気分が良い 	たいへん気分が良い 	You feel incredibly healthy.
ShrMsg5	エネルギーが満ちてきた	エネルギーが満ちてきた	エネルギーが満ちてきた	You feel infused with energy.
ShrMsg6	皮膚が固くなったようだ	皮膚が固くなったようだ	皮膚が固くなったようだ	Your skin hardens.
ShrMsg7	戦意が高まった	戦意が高まった	戦意が高まった	You feel ready for battle.
ShrMsg8	もはや火炎など恐れない	もはや火炎など恐れない	もはや火炎など恐れない	You no longer fear fire.
ShrMsg9	もはや冷気など恐れない	もはや冷気など恐れない	もはや冷気など恐れない	You no longer fear cold.
ShrMsg10	もはや稲妻など恐れない	もはや稲妻など恐れない	もはや稲妻など恐れない	You no longer fear lightning.
ShrMsg11	もはや毒物など恐れない	もはや毒物など恐れない	もはや毒物など恐れない	You no longer fear poison.
ShrMsg12	腕前が上がったように感じる	腕前が上がったように感じる	腕前が上がったように感じる	You feel more skillful.
ShrMsg13	精神力がみるみる回復する	精神力がみるみる回復する	精神力がみるみる回復する	Your spiritual force recovers quickly.
ShrMsg14	あらゆる物が軽く感じる	あらゆる物が軽く感じる	あらゆる物が軽く感じる	The weight of the world seems lighter.
ShrMsg15	経験から多くを学べそうだ	経験から多くを学べそうだ	経験から多くを学べそうだ	Your experience teaches you well.
ShrMsg16	ちょっと人が変わったようだ	ちょっと人が変わったようだ	ちょっと人が変わったようだ	Your sense of identity is subtly changed.
ShrMsg17	帰る道が開く	帰る道が開く	帰る道が開く	The freedom to go home...
ShrMsg18	みごとな宝石だ	みごとな宝石だ	みごとな宝石だ	A marvelous gem...
ShrMsg19	灼熱の死が広がる	灼熱の死が広がる	灼熱の死が広がる	A fiery death...
ShrMsg20	死神の代理人が迫る	死神の代理人が迫る	死神の代理人が迫る	Death's advocate approaches.
ShrMsg21	炎の輪が広がる	炎の輪が広がる	炎の輪が広がる	A circle of flame...
ShrMsg22	死の輪が広がる	死の輪が広がる	死の輪が広がる	A circle of death...
strqi1	ケルンの輪を起動する	ケルンの輪を起動する	ケルンの輪を起動する	Activate the stones in
strqi2	順序はこの通り	順序はこの通り	順序はこの通り	this order.
stsa1q3alert	ホラドリック・マリュスは修道院に返された	ホラドリック・マリュスは修道院に返された	ホラドリック・マリュスは修道院に返された	The Horadric Malus has been returned to the Monastery.
stsa1q4alert	イニファスの巻物は樹に戻された	イニファスの巻物は樹に戻された	イニファスの巻物は樹に戻された	The scroll of Inifuss has been returned to the Tree.
stsa3q1alert	ディアブロの手下がラム・エセンの書を取り戻した	ディアブロの手下がラム・エセンの書を取り戻した	ディアブロの手下がラム・エセンの書を取り戻した	The minions of Diablo have taken back Lam Esen's Tome.
qstsa1qt	町の住民	町の住民	町の住民	The Townspeople
qstsa1qt0	自己紹介	自己紹介	自己紹介	introduction
qstsa1q0	第１章プロローグ	第１章プロローグ	第１章プロローグ	Act 1 Prologue
qstsa1q1	邪悪の巣窟	邪悪の巣窟	邪悪の巣窟	Den of Evil
qstsa1q2	教団の墓地	教団の墓地	教団の墓地	Sisters' Burial Grounds
qstsa1q3	商売道具	商売道具	商売道具	Tools of the Trade
qstsa1q4	ケイン探索	ケイン探索	ケイン探索	The Search for Cain
qstsa1q5	忘れられし塔	忘れられし塔	忘れられし塔	The Forgotten Tower
qstsa1q6	聖堂の殺戮者	聖堂の殺戮者	聖堂の殺戮者	Sisters to the Slaughter
strplaylast	スピーチ	スピーチ	スピーチ	Speech
newquestlog	新たなエントリー	新たなエントリー	新たなエントリー	New Entry
qsts	クエストの状態	クエストの状態	クエストの状態	Quest Status
noactivequest	現在、クエストはない	現在、クエストはない	現在、クエストはない	No active quests.
qstsxxx	無効クエスト値	無効クエスト値	無効クエスト値	Invalid Quest Value
qstsnull	無効状態	無効状態	無効状態	Invalid State
qstsComplete	このクエストは終了した。	このクエストは終了した。	このクエストは終了した。	Quest completed.
qstsother	このクエストは他のプレイヤーが既 に終了したため、本ゲームでは終了で きない。	このクエストは他のプレイヤーが既 に終了したため、本ゲームでは終了で きない。	このクエストは他のプレイヤーが既 に終了したため、本ゲームでは終了で きない。	You cannot complete this quest in this game. Another player completed it first.
qstsprevious	このクエストは、以前の冒険で終了 している。	このクエストは、以前の冒険で終了 している。	このクエストは、以前の冒険で終了 している。	You completed this quest in a previous game.
qstsThankYouComeAgain	本ゲームではこのクエストを終了で きない。新たなゲームを作成せよ。	本ゲームではこのクエストを終了で きない。新たなゲームを作成せよ。	本ゲームではこのクエストを終了で きない。新たなゲームを作成せよ。	You cannot complete this quest in this game. You can complete it by creating a new game.
qstsThankYouComeAgainMulti	本ゲームではこのクエストを終了できない。新たにゲームを作るか、別のゲームに参加せよ。	本ゲームではこのクエストを終了できない。新たにゲームを作るか、別のゲームに参加せよ。	本ゲームではこのクエストを終了できない。新たにゲームを作るか、別のゲームに参加せよ。	You cannot complete this quest in this game. You can complete it by creating a new game or joining a different game.
qstsThankYouComeAgainSingle	本ゲームではこのクエストを終了できない。ケインは汝の助けを借りずに救出された。	本ゲームではこのクエストを終了できない。ケインは汝の助けを借りずに救出された。	本ゲームではこのクエストを終了できない。ケインは汝の助けを借りずに救出された。	You cannot complete this quest in this game. Cain was rescued without your help.
Qstsyouarenot8	このクエストを終了するにはレベル８以上でなければならない。レベル８以上の状態で、新しいゲームを作成するか、別のゲームに参加して終了せよ。	このクエストを終了するにはレベル８以上でなければならない。レベル８以上の状態で、新しいゲームを作成するか、別のゲームに参加して終了せよ。	このクエストを終了するにはレベル８以上でなければならない。レベル８以上の状態で、新しいゲームを作成するか、別のゲームに参加して終了せよ。	You must be level 8 to complete this quest. You can complete it by creating a new game or joining a different game when you are at least level 8.
qstsa1q3x	マリュスを持つ人物がゲームから 抜けた。	マリュスを持つ人物がゲームから 抜けた。	マリュスを持つ人物がゲームから 抜けた。	The person with the malus quit the game.
qstsa1q4x	ホラドリムの巻物を持つ人物がゲ ームから抜けた。	ホラドリムの巻物を持つ人物がゲ ームから抜けた。	ホラドリムの巻物を持つ人物がゲ ームから抜けた。	The person with the horadric scroll quit the game.
qstsa1q11	ローグ族のキャンプの外の荒野で、 邪悪の巣窟を探せ。	ローグ族のキャンプの外の荒野で、 邪悪の巣窟を探せ。	ローグ族のキャンプの外の荒野で、 邪悪の巣窟を探せ。	Look for the Den in the wilderness outside the Rogues' Camp.
qstsa1q12	邪悪の巣窟のモンスターを一掃せよ	邪悪の巣窟のモンスターを一掃せよ	邪悪の巣窟のモンスターを一掃せよ	Kill all the monsters in the Den.
qstsa1q13				
qstsa1q14	モンスター残数：	モンスター残数：	モンスター残数：	Monsters remaining: 
qstsa1q140	モンスターは残り１匹	モンスターは残り１匹	モンスターは残り１匹	One monster left.
qstsa1q15	アカラに会い、報酬を受け取れ。	アカラに会い、報酬を受け取れ。	アカラに会い、報酬を受け取れ。	Return to Akara for a reward.
qstsa1q21	荒涼の平原の奥の、教団の墓地にい るブラッド・レイヴンを探せ。	荒涼の平原の奥の、教団の墓地にい るブラッド・レイヴンを探せ。	荒涼の平原の奥の、教団の墓地にい るブラッド・レイヴンを探せ。	Look for Blood Raven in the Burial Grounds next to the Cold Plains.
qstsa1q22	ブラッド・レイヴンを殺せ。	ブラッド・レイヴンを殺せ。	ブラッド・レイヴンを殺せ。	Kill Blood Raven.
qstsa1q23	カシャに会って報酬を受け取れ。	カシャに会って報酬を受け取れ。	カシャに会って報酬を受け取れ。	Return to Kashya for a reward.
qstsa1q41	地下通路を通って暗き森に行き、 イニファスの樹を探し、巻物を取れ。	地下通路を通って暗き森に行き、 イニファスの樹を探し、巻物を取れ。	地下通路を通って暗き森に行き、 イニファスの樹を探し、巻物を取れ。	Go through the Underground Passage to the Dark Wood, search for the Tree of Inifuss, and recover the Scroll.
qstsa1q42	イニファスの巻物をアカラに届けよ。	イニファスの巻物をアカラに届けよ。	イニファスの巻物をアカラに届けよ。	Take the Scroll of Inifuss to Akara.
qstsa1q43	岩の原の、ケルンの輪に行け。 イニファスの巻物に記された順番 で石に触れよ。そして赤いポー タルに入れ。ただし、危険は覚悟 せよ。	岩の原の、ケルンの輪に行け。 イニファスの巻物に記された順番 で石に触れよ。そして赤いポー タルに入れ。ただし、危険は覚悟 せよ。	岩の原の、ケルンの輪に行け。 イニファスの巻物に記された順番 で石に触れよ。そして赤いポー タルに入れ。ただし、危険は覚悟 せよ。	Go to the Cairn Stones in the Stony Field. Touch the Stones in the order found on the Scroll of Inifuss. Enter the portal to Tristram, but beware the danger that lies ahead.
qstsa1q44	デッカード・ケインを探して救出せよ。	デッカード・ケインを探して救出せよ。	デッカード・ケインを探して救出せよ。	Find and rescue Deckard Cain.
qstsa1q45	ケインはすでに救出され、ローグ族 のキャンプにいる。	ケインはすでに救出され、ローグ族 のキャンプにいる。	ケインはすでに救出され、ローグ族 のキャンプにいる。	Cain has been rescued and is now at the Rogue Encampment.
qstsa1q46	ローグ族のキャンプの、ケインとアカラを訪ねよ。	ローグ族のキャンプの、ケインとアカラを訪ねよ。	ローグ族のキャンプの、ケインとアカラを訪ねよ。	Visit Cain and Akara in the Rogue Encampment.
qstsa1q46b	アカラと話して報酬を受け取れ。	アカラと話して報酬を受け取れ。	アカラと話して報酬を受け取れ。	Talk to Akara for a reward.
qstsa1q51	暗き森の彼方、黒き湿地帯に行き、 塔の残骸を探せ。	暗き森の彼方、黒き湿地帯に行き、 塔の残骸を探せ。	暗き森の彼方、黒き湿地帯に行き、 塔の残骸を探せ。	Look for the Tower in the Black Marsh beyond the Dark Wood.
qstsa1q51a	塔の廃墟の地下ダンジョンを探索せよ。	塔の廃墟の地下ダンジョンを探索せよ。	塔の廃墟の地下ダンジョンを探索せよ。	Explore the cellar dungeons beneath the Tower ruins.
qstsa1q51b	塔の廃墟の地下ダンジョンを探索せよ。	塔の廃墟の地下ダンジョンを探索せよ。	塔の廃墟の地下ダンジョンを探索せよ。	Explore the cellar dungeons beneath the Tower ruins.
qstsa1q52	邪悪なる伯爵夫人を討ち取れ。	邪悪なる伯爵夫人を討ち取れ。	邪悪なる伯爵夫人を討ち取れ。	Dispose of the evil Countess.
qstsa1q31	修道院内部を探索し、兵舎に入って ホラドリック・マリュスを取れ。番人の「鍛冶師」には気をつけよ。	修道院内部を探索し、兵舎に入って ホラドリック・マリュスを取れ。番人の「鍛冶師」には気をつけよ。	修道院内部を探索し、兵舎に入って ホラドリック・マリュスを取れ。番人の「鍛冶師」には気をつけよ。	Look for the Horadric Malus in the Monastery Barracks. Beware of the Smith that guards it.
qstsa1q32	ホラドリック・マリュスをチャルシに返せ。	ホラドリック・マリュスをチャルシに返せ。	ホラドリック・マリュスをチャルシに返せ。	Return the Horadric Malus to Charsi.
qstsa1q32b	チャルシがアイテムに魔法の力を吹き込んでくれる。	チャルシがアイテムに魔法の力を吹き込んでくれる。	チャルシがアイテムに魔法の力を吹き込んでくれる。	Charsi will imbue an item with magical power.
qstsa1q61	修道院のカタコンベの奥にある、アンダリエルの本拠を見つけよ。	修道院のカタコンベの奥にある、アンダリエルの本拠を見つけよ。	修道院のカタコンベの奥にある、アンダリエルの本拠を見つけよ。	Find Andariel's Lair in the depths of the Monastery Catacombs.
qstsa1q62	アンダリエルを殺せ。	アンダリエルを殺せ。	アンダリエルを殺せ。	Kill Andariel.
qstsa1q62b	ワリヴに会い、キャラバンとともに東へ向かえ。	ワリヴに会い、キャラバンとともに東へ向かえ。	ワリヴに会い、キャラバンとともに東へ向かえ。	Return to Warriv to take the Caravan East.
qstsa1q63	ワリヴに会い、キャラバンとともに東へ向かえ。	ワリヴに会い、キャラバンとともに東へ向かえ。	ワリヴに会い、キャラバンとともに東へ向かえ。	Return to Warriv to take the Caravan East.
KeyNone	なし	なし	なし	None
KeyLButton	マウス1	マウス1	マウス1	Mouse 1
KeyRButton	マウス2	マウス2	マウス2	Mouse 2
KeyCancel	キャンセル	キャンセル	キャンセル	Cancel
KeyMButton	マウス3	マウス3	マウス3	Mouse 3
Key4Button	マウス4	マウス4	マウス4	Mouse 4
Key5Button	マウス5	マウス5	マウス5	Mouse 5
KeyWheelUp	マウスホィールを上に回す	マウスホィールを上に回す	マウスホィールを上に回す	Mouse Wheel Up
KeyWheelDown	マウスホィールを下に回す	マウスホィールを下に回す	マウスホィールを下に回す	Mouse Wheel Down
KeyKana	カナ	カナ	カナ	Kana
KeyJunja	Junja	Junja	Junja	Junja
KeyFinal	最終	最終	最終	Final
KeyKanji	漢字	漢字	漢字	Kanji
KeyEscape	Esc	Esc	Esc	Escape
KeyConvert	変換	変換	変換	Convert
KeyNonConvert	無変換	無変換	無変換	Non-Convert
KeyAccept	決定	決定	決定	Accept
KeyModeChange	モード変更	モード変更	モード変更	Mode Change
KeyLeft	左	左	左	Left
KeyUp	上	上	上	Up
KeyRight	右	右	右	Right
KeyDown	下	下	下	Down
KeySelect	選択	選択	選択	Select
KeyExecute	実行	実行	実行	Execute
KeyLWin	左ウィンドウ	左ウィンドウ	左ウィンドウ	Left Windows
KeyRWin	右ウィンドウ	右ウィンドウ	右ウィンドウ	Right Windows
KeyApps	Appsメニュー	Appsメニュー	Appsメニュー	Apps Menu
KeyNumLock	Num Lock	Num Lock	Num Lock	Num Lock
KeyBack	Backspace	Backspace	Backspace	Backspace
KeyTab	Tab	Tab	Tab	Tab
KeyClear	Clear	Clear	Clear	Clear
KeyReturn	Enter	Enter	Enter	Enter
KeyShift	Shift	Shift	Shift	Shift
KeyControl	Ctrl	Ctrl	Ctrl	Ctrl
KeyMenu	Alt	Alt	Alt	Alt
KeyPause	Pause	Pause	Pause	Pause
KeyCapital	Caps Lock	Caps Lock	Caps Lock	Caps Lock
KeySpace	Space	Space	Space	Space
KeyPrior	Page Up	Page Up	Page Up	Page Up
KeyNext	Page Down	Page Down	Page Down	Page Down
KeyEnd	End	End	End	End
KeyHome	Home	Home	Home	Home
KeyPrint	P - Tell Ken	P - Tell Ken	P - Tell Ken	P - Tell Ken
KeySnapshot	Print Screen	Print Screen	Print Screen	Print Screen
KeyInsert	Insert	Insert	Insert	Insert
KeyDelete	Delete	Delete	Delete	Delete
KeyHelp	Help	Help	Help	Help
KeyNumPad0	Num Pad 0	Num Pad 0	Num Pad 0	Num Pad 0
KeyNumPad1	Num Pad 1	Num Pad 1	Num Pad 1	Num Pad 1
KeyNumPad2	Num Pad 2	Num Pad 2	Num Pad 2	Num Pad 2
KeyNumPad3	Num Pad 3	Num Pad 3	Num Pad 3	Num Pad 3
KeyNumPad4	Num Pad 4	Num Pad 4	Num Pad 4	Num Pad 4
KeyNumPad5	Num Pad 5	Num Pad 5	Num Pad 5	Num Pad 5
KeyNumPad6	Num Pad 6	Num Pad 6	Num Pad 6	Num Pad 6
KeyNumPad7	Num Pad 7	Num Pad 7	Num Pad 7	Num Pad 7
KeyNumPad8	Num Pad 8	Num Pad 8	Num Pad 8	Num Pad 8
KeyNumPad9	Num Pad 9	Num Pad 9	Num Pad 9	Num Pad 9
KeyMultiply	Num Pad *	Num Pad *	Num Pad *	Num Pad *
KeyAdd	Num Pad +	Num Pad +	Num Pad +	Num Pad +
KeySeparator	Separator	Separator	Separator	Separator
KeySubtract	Num Pad -	Num Pad -	Num Pad -	Num Pad -
KeyDecimal	Num Pad .	Num Pad .	Num Pad .	Num Pad .
KeyDivide	Num Pad /	Num Pad /	Num Pad /	Num Pad /
KeyF1	F1	F1	F1	F1
KeyF2	F2	F2	F2	F2
KeyF3	F3	F3	F3	F3
KeyF4	F4	F4	F4	F4
KeyF5	F5	F5	F5	F5
KeyF6	F6	F6	F6	F6
KeyF7	F7	F7	F7	F7
KeyF8	F8	F8	F8	F8
KeyF9	F9	F9	F9	F9
KeyF10	F10	F10	F10	F10
KeyF11	F11	F11	F11	F11
KeyF12	F12	F12	F12	F12
KeyF13	F13	F13	F13	F13
KeyF14	F14	F14	F14	F14
KeyF15	F15	F15	F15	F15
KeyF16	F16	F16	F16	F16
KeyF17	F17	F17	F17	F17
KeyF18	F18	F18	F18	F18
KeyF19	F19	F19	F19	F19
KeyF20	F20	F20	F20	F20
KeyF21	F21	F21	F21	F21
KeyF22	F22	F22	F22	F22
KeyF23	F23	F23	F23	F23
KeyF24	F24	F24	F24	F24
KeyScroll	Scroll Lock	Scroll Lock	Scroll Lock	Scroll Lock
KeySemicolon	;	;	;	;
KeyEqual	=	=	=	=
KeyComma	,	,	,	,
KeyMinus	-	-	-	-
KeyPeriod	.	.	.	.
KeySlash	/	/	/	/
KeyTilde	-	-	-	~
KeyLBracket	[	[	[	[
KeyBackslash	\	\	\	\
KeyRBracket	]	]	]	]
KeyApostrophe	'	'	'	'
ShorthandKeyMButton	m3	m3	m3	m3
ShorthandKey4Button	m4	m4	m4	m4
ShorthandKey5Button	m5	m5	m5	m5
ShorthandKeyWheelUp	mwu	mwu	mwu	mwu
ShorthandKeyWheelDown	mwd	mwd	mwd	mwd
ShorthandKeyKana	kna	kna	kna	kna
ShorthandKeyJunja	jun	jun	jun	jun
ShorthandKeyFinal	fin	fin	fin	fin
ShorthandKeyKanji	kji	kji	kji	kji
ShorthandKeyEscape	esc	esc	esc	esc
ShorthandKeyConvert	con	con	con	con
ShorthandKeyNonConvert	ncn	ncn	ncn	ncn
ShorthandKeyAccept	acc	acc	acc	acc
ShorthandKeyModeChange	mdc	mdc	mdc	mdc
ShorthandKeyLeft	lft	lft	lft	lft
ShorthandKeyRight	rgt	rgt	rgt	rgt
ShorthandKeyDown	Dwn	Dwn	Dwn	Dwn
ShorthandKeySelect	Slt	Slt	Slt	Slt
ShorthandKeyExecute	exc	exc	exc	exc
ShorthandKeyLeftWindows	lwn	lwn	lwn	lwn
ShorthandKeyRightWindows	rwn	rwn	rwn	rwn
ShorthandKeyApps	apm	apm	apm	apm
